gene	sample_1	sample_2	status	value_1	value_2	significant
AT1G79170	WT	hy5	NOTEST	0	0	no
AT1G79180	WT	hy5	NOTEST	0	0	no
AT1G79190	WT	hy5	NOTEST	0.245496	0.534957	no
AT1G79200	WT	hy5	NOTEST	2.01397	1.72543	no
AT1G79210	WT	hy5	OK	11.9106	10.8954	no
AT1G79220	WT	hy5	NOTEST	0	0.964214	no
AT1G79230	WT	hy5	OK	13.7187	21.5471	no
AT1G79240	WT	hy5	NOTEST	0	0	no
AT1G79245	WT	hy5	NOTEST	2.85053	16.6416	no
AT1G79250	WT	hy5	NOTEST	0	0	no
AT1G79260	WT	hy5	NOTEST	3.45102	2.98789	no
AT1G79270	WT	hy5	NOTEST	0.667478	2.26871	no
AT1G79280	WT	hy5	NOTEST	7.07901e-06	3.58639	no
AT1G79290	WT	hy5	NOTEST	0	0	no
AT1G79300	WT	hy5	NOTEST	0	0	no
AT1G79310	WT	hy5	NOTEST	0.817608	0.445328	no
AT1G79320	WT	hy5	NOTEST	0.528073	0	no
AT1G79330	WT	hy5	NOTEST	0	1.02141	no
AT1G79340	WT	hy5	OK	42.3065	22.4972	yes
AT1G79350	WT	hy5	NOTEST	1.23449	3.37785	no
AT1G79360	WT	hy5	NOTEST	0	1.01731	no
AT1G79370	WT	hy5	NOTEST	0	0	no
AT1G79380	WT	hy5	NOTEST	3.88843	9.36362	no
AT1G79390	WT	hy5	OK	16.7375	18.9255	no
AT1G79400	WT	hy5	NOTEST	0	0	no
AT1G79410	WT	hy5	NOTEST	8.17234	1.58485	no
AT1G79420	WT	hy5	NOTEST	0	0.420261	no
AT1G79430	WT	hy5	NOTEST	1.04182	3.86613	no
AT1G79440	WT	hy5	NOTEST	9.34762	10.9238	no
AT1G79450	WT	hy5	NOTEST	0.388087	0	no
AT1G79460	WT	hy5	NOTEST	0	1.12383	no
AT1G79470	WT	hy5	NOTEST	2.02673	3.30919	no
AT1G79480	WT	hy5	NOTEST	0	0.357276	no
AT1G79490	WT	hy5	NOTEST	0.377251	1.13021	no
AT1G79500	WT	hy5	NOTEST	0.0107628	4.2446	no
AT1G79510	WT	hy5	NOTEST	5.00122	5.45941	no
AT1G79520	WT	hy5	NOTEST	1.03831	0.33837	no
AT1G79529	WT	hy5	NOTEST	0	1.50114	no
AT1G79530	WT	hy5	NOTEST	9.52887	8.08844	no
AT1G79540	WT	hy5	NOTEST	0.501819	0.907052	no
AT1G79550	WT	hy5	OK	55.9387	43.2229	no
AT1G79560	WT	hy5	NOTEST	2.68425	4.167	no
AT1G79570	WT	hy5	NOTEST	1.47025	3.81939	no
AT1G79580	WT	hy5	NOTEST	0	0	no
AT1G79590	WT	hy5	OK	12.1662	7.79736	no
AT1G79600	WT	hy5	OK	11.2696	10.6593	no
AT1G79610	WT	hy5	NOTEST	0	0.669914	no
AT1G79620	WT	hy5	NOTEST	1.04936	0	no
AT1G79630	WT	hy5	NOTEST	1.35835	2.63667	no
AT1G79640	WT	hy5	NOTEST	0	0.776807	no
AT1G79650	WT	hy5	NOTEST	1.83673	0.9951	no
AT1G79660	WT	hy5	NOTEST	12.2497	11.9968	no
AT1G79670	WT	hy5	NOTEST	1.48254	2.58832	no
AT1G79680	WT	hy5	NOTEST	0	0	no
AT1G79690	WT	hy5	NOTEST	1.56845	9.24266	no
AT1G79700	WT	hy5	NOTEST	2.5852	5.41566	no
AT1G79710	WT	hy5	NOTEST	0.660426	0.225665	no
AT1G79720	WT	hy5	NOTEST	6.23172	3.23264	no
AT1G79730	WT	hy5	NOTEST	1.23352	2.44127	no
AT1G79740	WT	hy5	NOTEST	0.805123	1.48502	no
AT1G79750	WT	hy5	OK	12.7921	20.0198	yes
AT1G79760	WT	hy5	NOTEST	0	1.15945	no
AT1G79770	WT	hy5	NOTEST	10.1224	0.909878	no
AT1G79780	WT	hy5	NOTEST	0	0	no
AT1G79790	WT	hy5	OK	5.61053	19.3861	no
AT1G79800	WT	hy5	NOTEST	0	0	no
AT1G79810	WT	hy5	NOTEST	3.72451	3.44278	no
AT1G79820	WT	hy5	NOTEST	2.01411	1.365	no
AT1G79830	WT	hy5	OK	0.55558	11.1469	no
AT1G79840	WT	hy5	NOTEST	1.92551	1.62268	no
AT1G79850	WT	hy5	OK	306.817	155.014	yes
AT1G79860	WT	hy5	NOTEST	0.573185	0	no
AT1G79870	WT	hy5	OK	23.6689	14.9716	no
AT1G79880	WT	hy5	NOTEST	0.0226149	0.0226282	no
AT1G79890	WT	hy5	NOTEST	0	0.618735	no
AT1G79900	WT	hy5	NOTEST	0	0	no
AT1G79910	WT	hy5	LOWDATA	0	0.780238	no
AT1G79915	WT	hy5	LOWDATA	0	0	no
AT1G79920	WT	hy5	OK	19.2327	17.9709	no
AT1G79930	WT	hy5	OK	12.0784	10.8423	no
AT1G79940	WT	hy5	NOTEST	3.10795	3.59041	no
AT1G79950	WT	hy5	NOTEST	0.122443	0.851264	no
AT1G79960	WT	hy5	NOTEST	1.27596	1.51009	no
AT1G79970	WT	hy5	OK	20.3243	5.32832	yes
AT1G79980	WT	hy5	NOTEST	0	0	no
AT1G79990	WT	hy5	OK	18.5367	38.4546	yes
AT1G80000	WT	hy5	NOTEST	6.36414	4.46202	no
AT1G80010	WT	hy5	NOTEST	2.80603	3.07923	no
AT1G80020	WT	hy5	NOTEST	2.59161	4.59972	no
AT1G80030	WT	hy5	NOTEST	7.10191	7.46113	no
AT1G80040	WT	hy5	OK	18.5158	9.44742	no
AT1G80050	WT	hy5	NOTEST	9.75647	2.7589	no
AT1G80060	WT	hy5	NOTEST	0.447042	0	no
AT1G80070	WT	hy5	NOTEST	2.61891	10.0568	no
AT1G80080	WT	hy5	NOTEST	3.24843	5.02307	no
AT1G80090	WT	hy5	NOTEST	0	0	no
AT1G80100	WT	hy5	NOTEST	0	0	no
AT1G80110	WT	hy5	NOTEST	2.31375	0.592457	no
AT1G80120	WT	hy5	NOTEST	0.640761	3.1851	no
AT1G80130	WT	hy5	NOTEST	0.461262	1.60987	no
AT1G80133	WT	hy5	NOTEST	0	0	no
AT1G80140	WT	hy5	NOTEST	0	0	no
AT1G80150	WT	hy5	NOTEST	0.895743	0.678752	no
AT1G80160	WT	hy5	NOTEST	1.70026	0	no
AT1G80170	WT	hy5	NOTEST	0	0.450176	no
AT1G80180	WT	hy5	OK	12.4265	22.5826	no
AT1G80190	WT	hy5	NOTEST	1.25902	1.77638	no
AT1G80200	WT	hy5	NOTEST	0	0	no
AT1G80210	WT	hy5	NOTEST	0.830677	1.59836	no
AT1G80220	WT	hy5	NOTEST	0	0	no
AT1G80230	WT	hy5	OK	30.7972	17.4856	no
AT1G80240	WT	hy5	NOTEST	4.75165	5.28804	no
AT1G80245	WT	hy5	NOTEST	0	8.1614	no
AT1G80250	WT	hy5	NOTEST	0	0	no
AT1G80260	WT	hy5	NOTEST	1.30337	3.81355	no
AT1G80270	WT	hy5	NOTEST	1.61747	1.64883	no
AT1G80280	WT	hy5	NOTEST	6.57677	4.04305	no
AT1G80290	WT	hy5	NOTEST	0.550594	3.23151	no
AT1G80300	WT	hy5	NOTEST	11.6583	4.46499	no
AT1G80310	WT	hy5	NOTEST	3.40213	1.72376	no
AT1G80320	WT	hy5	NOTEST	0	0.639041	no
AT1G80325	WT	hy5	NOTEST	0.789619	0	no
AT1G80330	WT	hy5	LOWDATA	0	0	no
AT1G80340	WT	hy5	NOTEST	1.73025	0	no
AT1G80350	WT	hy5	NOTEST	5.27619	3.84186	no
AT1G80360	WT	hy5	OK	12.1226	7.31094	no
AT1G80370	WT	hy5	NOTEST	1.046	2.07271	no
AT1G80380	WT	hy5	OK	40.2806	25.7648	yes
AT1G80390	WT	hy5	NOTEST	0	0	no
AT1G80400	WT	hy5	NOTEST	3.72027	3.48414	no
AT1G80410	WT	hy5	NOTEST	4.86238	8.57973	no
AT1G80420	WT	hy5	NOTEST	0.396078	3.95326	no
AT1G80430	WT	hy5	NOTEST	0	0	no
AT1G80440	WT	hy5	OK	31.9451	21.237	yes
AT1G80450	WT	hy5	NOTEST	0	3.01616	no
AT1G80460	WT	hy5	OK	13.016	9.74481	no
AT1G80470	WT	hy5	NOTEST	0	0	no
AT1G80480	WT	hy5	NOTEST	11.9244	11.0556	no
AT1G80490	WT	hy5	NOTEST	1.56384	3.43578	no
AT1G80500	WT	hy5	OK	18.032	10.6997	no
AT1G80510	WT	hy5	NOTEST	2.79007	2.5435	no
AT1G80520	WT	hy5	NOTEST	2.78322	5.51108	no
AT1G80530	WT	hy5	NOTEST	7.1984	6.18539	no
AT1G80540	WT	hy5	NOTEST	0	0	no
AT1G80550	WT	hy5	NOTEST	2.32561	2.00014	no
AT1G80555	WT	hy5	LOWDATA	0	0	no
AT1G80560	WT	hy5	LOWDATA	5.3983	4.87031	no
AT1G80570	WT	hy5	NOTEST	0.31908	0.678014	no
AT1G80580	WT	hy5	NOTEST	0	0	no
AT1G80590	WT	hy5	NOTEST	0	0	no
AT1G80600	WT	hy5	OK	13.5616	16.0039	no
AT1G80610	WT	hy5	NOTEST	0.930562	1.58089	no
AT1G80620	WT	hy5	NOTEST	1.66576	3.35841	no
AT1G80630	WT	hy5	NOTEST	0.362477	0.479597	no
AT1G80640	WT	hy5	OK	11.6256	12.1006	no
AT1G80650	WT	hy5	NOTEST	1.53555	0.718736	no
AT1G80660	WT	hy5	NOTEST	0	0	no
AT1G80670	WT	hy5	NOTEST	3.70645	1.16864	no
AT1G80680	WT	hy5	NOTEST	0.696416	2.11093	no
AT1G80690	WT	hy5	NOTEST	1.00613	5.29247	no
AT1G80700	WT	hy5	NOTEST	0.717833	3.56747	no
AT1G80710	WT	hy5	NOTEST	0.638144	0	no
AT1G80720	WT	hy5	NOTEST	3.69191	2.62814	no
AT1G80730	WT	hy5	NOTEST	0	0	no
AT1G80740	WT	hy5	NOTEST	0	0	no
AT1G80745	WT	hy5	NOTEST	0	0	no
AT1G80750	WT	hy5	NOTEST	2.23329	9.44531	no
AT1G80760	WT	hy5	NOTEST	2.21349	3.1403	no
AT1G80770	WT	hy5	NOTEST	2.95819	4.69283	no
AT1G80780	WT	hy5	OK	10.957	13.4293	no
AT1G80790	WT	hy5	NOTEST	1.706	5.89098	no
AT1G80800	WT	hy5	NOTEST	0	0	no
AT1G80810	WT	hy5	NOTEST	0	1.53137	no
AT1G80820	WT	hy5	NOTEST	0.884049	0	no
AT1G80830	WT	hy5	OK	10.3705	14.9878	no
AT1G80831	WT	hy5	NOTEST	0	0	no
AT1G80840	WT	hy5	NOTEST	3.80048	0.541837	no
AT1G80850	WT	hy5	NOTEST	0	1.52167	no
AT1G80860	WT	hy5	OK	13.3476	8.32753	no
AT1G80865	WT	hy5	NOTEST	0	0	no
AT1G80870	WT	hy5	NOTEST	2.47033	2.90618	no
AT1G80880	WT	hy5	NOTEST	0	0	no
AT1G80890	WT	hy5	OK	15.2847	11.7473	no
AT1G80900	WT	hy5	NOTEST	0	0.445439	no
AT1G80910	WT	hy5	NOTEST	0.872382	2.78881	no
AT1G80920	WT	hy5	OK	56.5618	82.7302	no
AT1G80930	WT	hy5	OK	2.71314	17.7857	yes
AT1G80940	WT	hy5	NOTEST	1.45133	1.27226	no
AT1G80950	WT	hy5	NOTEST	1.18955	2.95864	no
AT1G80960	WT	hy5	NOTEST	0.450434	0.384809	no
AT1G80970	WT	hy5	NOTEST	1.04544	0.717589	no
AT1G80980	WT	hy5	NOTEST	0	0	no
AT1G80990	WT	hy5	NOTEST	0	0	no
AT1G81001	WT	hy5	NOTEST	0	0	no
AT1G81020	WT	hy5	NOTEST	0	0	no
AT2G01008	WT	hy5	OK	7.48238	27.052	yes
AT2G01010	WT	hy5	OK	8.53345	13.5539	no
AT2G01020	WT	hy5	NOTEST	0	0	no
AT2G01021	WT	hy5	OK	282360	3.44931e+06	yes
AT2G01022	WT	hy5	NOTEST	0	0	no
AT2G01023	WT	hy5	NOTEST	0	0	no
AT2G01024	WT	hy5	NOTEST	0	0	no
AT2G01026	WT	hy5	NOTEST	0	0	no
AT2G01028	WT	hy5	NOTEST	0	0	no
AT2G01029	WT	hy5	NOTEST	0	0	no
AT2G01031	WT	hy5	NOTEST	0	0	no
AT2G01034	WT	hy5	NOTEST	0	0	no
AT2G01037	WT	hy5	NOTEST	0	0	no
AT2G01040	WT	hy5	NOTEST	0	0	no
AT2G01050	WT	hy5	NOTEST	0	0	no
AT2G01060	WT	hy5	NOTEST	3.46294	6.96554	no
AT2G01070	WT	hy5	NOTEST	1.94165	1.84725	no
AT2G01080	WT	hy5	LOWDATA	4.30847	5.51511e-05	no
AT2G01090	WT	hy5	OK	39.5922	14.4132	no
AT2G01100	WT	hy5	NOTEST	3.87239	9.61432	no
AT2G01110	WT	hy5	OK	18.2402	11.5514	no
AT2G01120	WT	hy5	NOTEST	0	0.428298	no
AT2G01130	WT	hy5	NOTEST	0.51885	1.81201	no
AT2G01140	WT	hy5	OK	35.6154	29.2428	no
AT2G01150	WT	hy5	NOTEST	12.6559	8.59149	no
AT2G01160	WT	hy5	NOTEST	0	0	no
AT2G01170	WT	hy5	NOTEST	1.87768	2.05971	no
AT2G01175	WT	hy5	NOTEST	0	0	no
AT2G01180	WT	hy5	NOTEST	3.26487	1.60825	no
AT2G01190	WT	hy5	NOTEST	5.95373	2.76831	no
AT2G01200	WT	hy5	NOTEST	0	0	no
AT2G01210	WT	hy5	NOTEST	1.11873	0.466144	no
AT2G01220	WT	hy5	NOTEST	4.40838	4.98499	no
AT2G01240	WT	hy5	NOTEST	0	0	no
AT2G01250	WT	hy5	OK	118.815	104.486	no
AT2G01260	WT	hy5	NOTEST	2.19428	2.92975	no
AT2G01270	WT	hy5	NOTEST	3.75717	4.84574	no
AT2G01275	WT	hy5	NOTEST	0	0	no
AT2G01280	WT	hy5	NOTEST	0	0	no
AT2G01290	WT	hy5	OK	18.6023	12.9963	no
AT2G01300	WT	hy5	NOTEST	2.61241	0	no
AT2G01310	WT	hy5	NOTEST	0	0	no
AT2G01320	WT	hy5	NOTEST	2.7856	5.22525	no
AT2G01330	WT	hy5	NOTEST	0.396748	0.129901	no
AT2G01340	WT	hy5	NOTEST	0.493637	1.17755	no
AT2G01350	WT	hy5	OK	12.0597	25.9019	yes
AT2G01360	WT	hy5	NOTEST	0	0	no
AT2G01370	WT	hy5	NOTEST	0	0	no
AT2G01372	WT	hy5	NOTEST	0	0	no
AT2G01390	WT	hy5	NOTEST	0	0	no
AT2G01400	WT	hy5	NOTEST	0.582872	1.37417	no
AT2G01410	WT	hy5	OK	12.671	3.90795	no
AT2G01420	WT	hy5	OK	27.6835	25.7661	no
AT2G01422	WT	hy5	NOTEST	0	0	no
AT2G01430	WT	hy5	NOTEST	0	1.32006	no
AT2G01440	WT	hy5	NOTEST	1.16597	2.07361	no
AT2G01450	WT	hy5	OK	8.22358	16.6667	no
AT2G01460	WT	hy5	NOTEST	0.371493	1.97325	no
AT2G01470	WT	hy5	NOTEST	5.52742	5.8355	no
AT2G01480	WT	hy5	NOTEST	0.791479	0.998566	no
AT2G01490	WT	hy5	NOTEST	5.10248	6.4141	no
AT2G01500	WT	hy5	NOTEST	0	0	no
AT2G01505	WT	hy5	NOTEST	3.07514	3.40056	no
AT2G01510	WT	hy5	NOTEST	0	0	no
AT2G01520	WT	hy5	OK	72.3557	31.3166	yes
AT2G01530	WT	hy5	OK	80.2351	49.7335	yes
AT2G01540	WT	hy5	NOTEST	10.251	3.60365	no
AT2G01550	WT	hy5	NOTEST	0	0	no
AT2G01554	WT	hy5	NOTEST	0	0	no
AT2G01560	WT	hy5	NOTEST	0	0	no
AT2G01570	WT	hy5	OK	25.7118	15.5747	yes
AT2G01580	WT	hy5	NOTEST	2.8611	0	no
AT2G01590	WT	hy5	OK	25.5662	13.4311	no
AT2G01600	WT	hy5	NOTEST	12.6452	9.10728	no
AT2G01610	WT	hy5	NOTEST	1.30938	0.663945	no
AT2G01620	WT	hy5	NOTEST	2.56109	3.92183	no
AT2G01630	WT	hy5	NOTEST	0.664077	2.50651	no
AT2G01640	WT	hy5	NOTEST	3.1464	0	no
AT2G01650	WT	hy5	NOTEST	2.61398	2.91953	no
AT2G01660	WT	hy5	NOTEST	2.11143	2.73759	no
AT2G01667	WT	hy5	NOTEST	0	0	no
AT2G01670	WT	hy5	OK	19.9102	13.4632	no
AT2G01680	WT	hy5	NOTEST	5.69747	9.92969	no
AT2G01690	WT	hy5	NOTEST	2.07203	4.88109	no
AT2G01700	WT	hy5	NOTEST	0	0	no
AT2G01710	WT	hy5	NOTEST	7.93812	8.43609	no
AT2G01720	WT	hy5	NOTEST	9.42782	9.59213	no
AT2G01730	WT	hy5	NOTEST	0	0	no
AT2G01735	WT	hy5	NOTEST	3.66279	1.35622	no
AT2G01740	WT	hy5	NOTEST	1.02904	1.4887	no
AT2G01750	WT	hy5	NOTEST	0.648686	0.824949	no
AT2G01755	WT	hy5	OK	24.3064	22.0263	no
AT2G01760	WT	hy5	NOTEST	2.12009	0.894362	no
AT2G01770	WT	hy5	NOTEST	0	0	no
AT2G01780	WT	hy5	NOTEST	0	0	no
AT2G01790	WT	hy5	NOTEST	0	0	no
AT2G01800	WT	hy5	NOTEST	0	0	no
AT2G01810	WT	hy5	NOTEST	0	0	no
AT2G01818	WT	hy5	NOTEST	0	0	no
AT2G01820	WT	hy5	OK	13.9578	9.60581	no
AT2G01830	WT	hy5	NOTEST	0.447541	1.3432	no
AT2G01840	WT	hy5	NOTEST	0	0.218408	no
AT2G01850	WT	hy5	OK	23.122	21.3528	no
AT2G01860	WT	hy5	NOTEST	0.364821	0	no
AT2G01870	WT	hy5	NOTEST	4.67437	10.0181	no
AT2G01880	WT	hy5	NOTEST	0.482692	1.83504	no
AT2G01890	WT	hy5	NOTEST	6.75728	8.32546	no
AT2G01900	WT	hy5	NOTEST	0.353626	2.79064	no
AT2G01905	WT	hy5	NOTEST	0	0	no
AT2G01910	WT	hy5	NOTEST	1.57834	6.6679	no
AT2G01913	WT	hy5	NOTEST	1.40266	0	no
AT2G01918	WT	hy5	NOTEST	2.04128	5.33798	no
AT2G01920	WT	hy5	NOTEST	0	0	no
AT2G01930	WT	hy5	NOTEST	1.18808	4.26609	no
AT2G01940	WT	hy5	NOTEST	0	1.22898	no
AT2G01950	WT	hy5	NOTEST	2.88208	2.09973	no
AT2G01960	WT	hy5	NOTEST	0	0	no
AT2G01970	WT	hy5	OK	9.04719	9.93189	no
AT2G01973	WT	hy5	NOTEST	0	0	no
AT2G01980	WT	hy5	NOTEST	0.342101	1.10057	no
AT2G01990	WT	hy5	NOTEST	2.93326	1.52693	no
AT2G02000	WT	hy5	NOTEST	0	0	no
AT2G02010	WT	hy5	NOTEST	0.288432	1.10012	no
AT2G02020	WT	hy5	NOTEST	0	1.62431	no
AT2G02023	WT	hy5	NOTEST	0	0	no
AT2G02026	WT	hy5	NOTEST	0	0	no
AT2G02030	WT	hy5	NOTEST	0	0	no
AT2G02040	WT	hy5	NOTEST	4.7043	6.92726	no
AT2G02050	WT	hy5	OK	70.7875	45.3731	no
AT2G02060	WT	hy5	NOTEST	3.89735	0.638423	no
AT2G02061	WT	hy5	NOTEST	0	0	no
AT2G02070	WT	hy5	NOTEST	7.48628	5.37098	no
AT2G02080	WT	hy5	NOTEST	2.35904	3.6702	no
AT2G02090	WT	hy5	NOTEST	1.6457	5.07719	no
AT2G02100	WT	hy5	OK	466.204	230.909	yes
AT2G02103	WT	hy5	NOTEST	0	0	no
AT2G02110	WT	hy5	NOTEST	0	0	no
AT2G02120	WT	hy5	NOTEST	5.93974	1.88668	no
AT2G02130	WT	hy5	OK	246.783	97.916	yes
AT2G02135	WT	hy5	NOTEST	0	0	no
AT2G02140	WT	hy5	NOTEST	0	0	no
AT2G02147	WT	hy5	NOTEST	0	0	no
AT2G02148	WT	hy5	NOTEST	0	0	no
AT2G02150	WT	hy5	NOTEST	0	0	no
AT2G02160	WT	hy5	NOTEST	3.61229	7.78993	no
AT2G02170	WT	hy5	NOTEST	0	0.936601	no
AT2G02180	WT	hy5	NOTEST	10.948	11.6388	no
AT2G02190	WT	hy5	NOTEST	0	0	no
AT2G02200	WT	hy5	NOTEST	0	0	no
AT2G02205	WT	hy5	NOTEST	0	12.299	no
AT2G02210	WT	hy5	NOTEST	0	0	no
AT2G02220	WT	hy5	NOTEST	3.59564	1.91403	no
AT2G02230	WT	hy5	NOTEST	4.77706	7.95634	no
AT2G02240	WT	hy5	NOTEST	0	0	no
AT2G02250	WT	hy5	NOTEST	0	0	no
AT2G02260	WT	hy5	NOTEST	0	0	no
AT2G02270	WT	hy5	NOTEST	0	0	no
AT2G02280	WT	hy5	NOTEST	0	0	no
AT2G02290	WT	hy5	NOTEST	0	0	no
AT2G02300	WT	hy5	NOTEST	1.2445	0	no
AT2G02310	WT	hy5	NOTEST	0	0	no
AT2G02320	WT	hy5	NOTEST	0	0	no
AT2G02330	WT	hy5	NOTEST	0	0.808234	no
AT2G02340	WT	hy5	NOTEST	0	0	no
AT2G02350	WT	hy5	NOTEST	0	0	no
AT2G02360	WT	hy5	NOTEST	8.84242	9.46436	no
AT2G02370	WT	hy5	NOTEST	5.33572	1.86616	no
AT2G02380	WT	hy5	NOTEST	0	1.89758	no
AT2G02390	WT	hy5	NOTEST	6.37304	4.35526	no
AT2G02400	WT	hy5	NOTEST	8.95754	1.66015	no
AT2G02410	WT	hy5	NOTEST	1.06754	7.39761	no
AT2G02430	WT	hy5	NOTEST	0	0	no
AT2G02440	WT	hy5	NOTEST	1.84541	0	no
AT2G02450	WT	hy5	NOTEST	1.087	2.30616	no
AT2G02470	WT	hy5	NOTEST	3.44911	7.23048	no
AT2G02480	WT	hy5	NOTEST	0.770824	2.36152	no
AT2G02490	WT	hy5	NOTEST	0	0	no
AT2G02498	WT	hy5	NOTEST	0	0	no
AT2G02500	WT	hy5	NOTEST	2.44168	4.14111	no
AT2G02510	WT	hy5	OK	165.763	64.0328	yes
AT2G02515	WT	hy5	NOTEST	0	0	no
AT2G02520	WT	hy5	NOTEST	0	0	no
AT2G02540	WT	hy5	NOTEST	1.42209	0	no
AT2G02550	WT	hy5	NOTEST	0	0	no
AT2G02560	WT	hy5	NOTEST	1.85227	5.76869	no
AT2G02570	WT	hy5	NOTEST	5.26115	8.73905	no
AT2G02580	WT	hy5	NOTEST	0	0	no
AT2G02590	WT	hy5	NOTEST	1.85936	3.06946	no
AT2G02600	WT	hy5	NOTEST	0	0	no
AT2G02610	WT	hy5	NOTEST	0	0.749618	no
AT2G02620	WT	hy5	NOTEST	0	0	no
AT2G02630	WT	hy5	NOTEST	0	0.290085	no
AT2G02640	WT	hy5	NOTEST	0	0	no
AT2G02650	WT	hy5	NOTEST	0	0	no
AT2G02660	WT	hy5	NOTEST	0	0	no
AT2G02670	WT	hy5	NOTEST	0	0	no
AT2G02680	WT	hy5	NOTEST	0.959824	0.807748	no
AT2G02690	WT	hy5	NOTEST	0	0	no
AT2G02700	WT	hy5	NOTEST	0	0	no
AT2G02710	WT	hy5	NOTEST	3.63242	6.47697	no
AT2G02720	WT	hy5	NOTEST	0	0	no
AT2G02730	WT	hy5	NOTEST	0.455165	0.407208	no
AT2G02740	WT	hy5	NOTEST	3.13554	5.31981	no
AT2G02750	WT	hy5	NOTEST	0.877335	1.17864	no
AT2G02760	WT	hy5	OK	44.7805	26.6037	no
AT2G02770	WT	hy5	NOTEST	0.288527	2.05602	no
AT2G02780	WT	hy5	NOTEST	0.448295	1.6282	no
AT2G02790	WT	hy5	NOTEST	0.711789	1.72778	no
AT2G02795	WT	hy5	NOTEST	0	0	no
AT2G02800	WT	hy5	NOTEST	7.81519	4.71687	no
AT2G02810	WT	hy5	NOTEST	2.1792	0.509001	no
AT2G02820	WT	hy5	NOTEST	0.409662	0.91346	no
AT2G02830	WT	hy5	NOTEST	0	0	no
AT2G02835	WT	hy5	NOTEST	0	0	no
AT2G02840	WT	hy5	NOTEST	0	0	no
AT2G02850	WT	hy5	NOTEST	5.14441	4.74263	no
AT2G02860	WT	hy5	NOTEST	0.801018	1.58417	no
AT2G02870	WT	hy5	NOTEST	4.76629	1.96371	no
AT2G02880	WT	hy5	NOTEST	0	1.8392	no
AT2G02890	WT	hy5	NOTEST	0	0	no
AT2G02900	WT	hy5	NOTEST	0	0	no
AT2G02910	WT	hy5	NOTEST	1.74702	0.380678	no
AT2G02930	WT	hy5	NOTEST	0	0.659477	no
AT2G02950	WT	hy5	NOTEST	1.66809	3.14195	no
AT2G02955	WT	hy5	NOTEST	0.994547	0.858913	no
AT2G02960	WT	hy5	NOTEST	4.47663	12.5868	no
AT2G02970	WT	hy5	NOTEST	7.49345	4.51952	no
AT2G02980	WT	hy5	NOTEST	0.312707	0.474391	no
AT2G02990	WT	hy5	NOTEST	1.49183	0	no
AT2G03000	WT	hy5	NOTEST	0	0	no
AT2G03010	WT	hy5	NOTEST	1.00153	0	no
AT2G03020	WT	hy5	NOTEST	0	0	no
AT2G03030	WT	hy5	NOTEST	0	0	no
AT2G03040	WT	hy5	NOTEST	0	0	no
AT2G03050	WT	hy5	NOTEST	1.91342	1.45215	no
AT2G03060	WT	hy5	NOTEST	0	1.00695	no
AT2G03070	WT	hy5	NOTEST	0.43514	4.42155	no
AT2G03080	WT	hy5	NOTEST	0	0	no
AT2G03090	WT	hy5	OK	17.2919	2.56023	yes
AT2G03100	WT	hy5	NOTEST	0	0	no
AT2G03110	WT	hy5	NOTEST	0	0	no
AT2G03120	WT	hy5	OK	15.5218	13.2455	no
AT2G03130	WT	hy5	NOTEST	0	0	no
AT2G03140	WT	hy5	NOTEST	0.160253	1.54829	no
AT2G03150	WT	hy5	NOTEST	0.664607	3.6681	no
AT2G03160	WT	hy5	NOTEST	0	0	no
AT2G03170	WT	hy5	NOTEST	0	0	no
AT2G03180	WT	hy5	NOTEST	0	0	no
AT2G03190	WT	hy5	NOTEST	0	0	no
AT2G03200	WT	hy5	NOTEST	2.49803	0	no
AT2G03210	WT	hy5	NOTEST	0	0	no
AT2G03220	WT	hy5	NOTEST	4.75516	3.57274	no
AT2G03230	WT	hy5	NOTEST	0	0	no
AT2G03240	WT	hy5	NOTEST	1.62614	2.16836	no
AT2G03250	WT	hy5	NOTEST	0	0	no
AT2G03260	WT	hy5	NOTEST	0	0	no
AT2G03270	WT	hy5	NOTEST	0.70519	1.44693	no
AT2G03280	WT	hy5	NOTEST	0.406886	0	no
AT2G03290	WT	hy5	NOTEST	0	0	no
AT2G03291	WT	hy5	NOTEST	0	0	no
AT2G03300	WT	hy5	NOTEST	0	0	no
AT2G03310	WT	hy5	NOTEST	8.70909	4.27281	no
AT2G03320	WT	hy5	NOTEST	0	0	no
AT2G03330	WT	hy5	NOTEST	4.55039	1.41979	no
AT2G03340	WT	hy5	NOTEST	3.55914	3.93337	no
AT2G03350	WT	hy5	NOTEST	6.33101	7.62098	no
AT2G03360	WT	hy5	NOTEST	0	0	no
AT2G03370	WT	hy5	NOTEST	0	0	no
AT2G03380	WT	hy5	NOTEST	0	0.425845	no
AT2G03390	WT	hy5	OK	2.09991	24.6822	yes
AT2G03410	WT	hy5	NOTEST	0	0.243337	no
AT2G03420	WT	hy5	LOWDATA	19.7176	24.1718	no
AT2G03430	WT	hy5	LOWDATA	2.48408	5.84986	no
AT2G03440	WT	hy5	OK	37.9556	40.9323	no
AT2G03445	WT	hy5	NOTEST	0	0	no
AT2G03450	WT	hy5	NOTEST	0.478442	0.579022	no
AT2G03460	WT	hy5	NOTEST	0	0	no
AT2G03470	WT	hy5	NOTEST	2.7957	1.78638	no
AT2G03480	WT	hy5	NOTEST	1.56432	3.42796	no
AT2G03490	WT	hy5	NOTEST	0	0	no
AT2G03500	WT	hy5	NOTEST	0.870902	0.646733	no
