gene	sample_1	sample_2	status	value_1	value_2	significant
AT3G61826	WT	hy5	NOTEST	0	0	no
AT3G61827	WT	hy5	NOTEST	0	0	no
AT3G61829	WT	hy5	NOTEST	0	0	no
AT3G61830	WT	hy5	NOTEST	1.51669	2.88711	no
AT3G61840	WT	hy5	NOTEST	0	0	no
AT3G61850	WT	hy5	NOTEST	1.10842	0.295652	no
AT3G61860	WT	hy5	NOTEST	6.34042	10.8905	no
AT3G61870	WT	hy5	OK	51.3281	60.5212	no
AT3G61880	WT	hy5	NOTEST	0	2.02451	no
AT3G61890	WT	hy5	NOTEST	2.98637	4.77707	no
AT3G61897	WT	hy5	NOTEST	0	0	no
AT3G61898	WT	hy5	NOTEST	0	0	no
AT3G61900	WT	hy5	NOTEST	0	0	no
AT3G61910	WT	hy5	NOTEST	0	0	no
AT3G61920	WT	hy5	NOTEST	0	0	no
AT3G61930	WT	hy5	NOTEST	0	0	no
AT3G61940	WT	hy5	NOTEST	0	0	no
AT3G61947	WT	hy5	NOTEST	0	0	no
AT3G61950	WT	hy5	NOTEST	1.29488	0	no
AT3G61960	WT	hy5	NOTEST	0.930756	2.95094	no
AT3G61962	WT	hy5	NOTEST	0	0	no
AT3G61970	WT	hy5	NOTEST	0	0.453213	no
AT3G61980	WT	hy5	NOTEST	7.17918	0.99162	no
AT3G61990	WT	hy5	NOTEST	5.16696	3.91418	no
AT3G62000	WT	hy5	NOTEST	2.42959	0.508562	no
AT3G62010	WT	hy5	NOTEST	3.05877	3.25276	no
AT3G62020	WT	hy5	NOTEST	7.53511	5.86439	no
AT3G62030	WT	hy5	OK	90.2978	108.921	no
AT3G62040	WT	hy5	OK	6.55374	19.6741	no
AT3G62050	WT	hy5	NOTEST	2.3644	0	no
AT3G62060	WT	hy5	NOTEST	0.332681	0.770949	no
AT3G62070	WT	hy5	NOTEST	0.722189	1.21629	no
AT3G62080	WT	hy5	NOTEST	1.38054	0.998255	no
AT3G62090	WT	hy5	NOTEST	0	0.788712	no
AT3G62097	WT	hy5	NOTEST	0	0	no
AT3G62100	WT	hy5	NOTEST	0	0	no
AT3G62110	WT	hy5	NOTEST	9.0753	5.60678	no
AT3G62120	WT	hy5	OK	12.6692	10.6399	no
AT3G62130	WT	hy5	NOTEST	6.64724	3.59876	no
AT3G62140	WT	hy5	NOTEST	0.472808	1.60666	no
AT3G62150	WT	hy5	NOTEST	1.05957	2.74188	no
AT3G62160	WT	hy5	NOTEST	0	0	no
AT3G62170	WT	hy5	NOTEST	0	0	no
AT3G62180	WT	hy5	NOTEST	0	0	no
AT3G62190	WT	hy5	OK	21.0859	14.864	no
AT3G62200	WT	hy5	NOTEST	2.83569	2.42555	no
AT3G62210	WT	hy5	NOTEST	0	0	no
AT3G62220	WT	hy5	NOTEST	2.50341	2.338	no
AT3G62230	WT	hy5	NOTEST	0	0	no
AT3G62240	WT	hy5	NOTEST	1.55362	3.95925	no
AT3G62245	WT	hy5	NOTEST	0	0	no
AT3G62250	WT	hy5	OK	207.619	154.1	yes
AT3G62260	WT	hy5	NOTEST	1.13444	0	no
AT3G62270	WT	hy5	NOTEST	2.89702	5.36586	no
AT3G62280	WT	hy5	NOTEST	1.69328	0	no
AT3G62285	WT	hy5	NOTEST	0	0	no
AT3G62290	WT	hy5	OK	418.102	217.051	yes
AT3G62300	WT	hy5	NOTEST	0.74527	1.71938	no
AT3G62310	WT	hy5	NOTEST	2.39498	3.7632	no
AT3G62320	WT	hy5	NOTEST	0	0	no
AT3G62330	WT	hy5	NOTEST	1.4044	3.87937	no
AT3G62336	WT	hy5	NOTEST	0	0	no
AT3G62340	WT	hy5	NOTEST	0	0	no
AT3G62350	WT	hy5	NOTEST	0	0	no
AT3G62360	WT	hy5	NOTEST	1.46009	3.86802	no
AT3G62370	WT	hy5	NOTEST	8.76387	7.40481	no
AT3G62380	WT	hy5	NOTEST	0	0	no
AT3G62390	WT	hy5	NOTEST	0.958442	1.81761	no
AT3G62400	WT	hy5	OK	90.9852	47.6105	no
AT3G62410	WT	hy5	OK	115.402	202.96	yes
AT3G62420	WT	hy5	NOTEST	16.3444	11.2226	no
AT3G62430	WT	hy5	NOTEST	0	0	no
AT3G62440	WT	hy5	NOTEST	0	0	no
AT3G62450	WT	hy5	OK	126.474	68.7426	no
AT3G62455	WT	hy5	NOTEST	0	0	no
AT3G62460	WT	hy5	NOTEST	0.717833	3.28844	no
AT3G62470	WT	hy5	NOTEST	0	0	no
AT3G62475	WT	hy5	NOTEST	0	3.55089	no
AT3G62480	WT	hy5	NOTEST	0	0	no
AT3G62490	WT	hy5	NOTEST	0	0	no
AT3G62499	WT	hy5	NOTEST	0	0	no
AT3G62500	WT	hy5	NOTEST	0	0.561272	no
AT3G62510	WT	hy5	NOTEST	0	0	no
AT3G62520	WT	hy5	NOTEST	0	0	no
AT3G62528	WT	hy5	NOTEST	0	0	no
AT3G62529	WT	hy5	NOTEST	0	0	no
AT3G62530	WT	hy5	OK	86.5655	39.096	yes
AT3G62540	WT	hy5	NOTEST	0	0	no
AT3G62550	WT	hy5	OK	65.4236	67.1911	no
AT3G62560	WT	hy5	NOTEST	11.4801	9.28517	no
AT3G62570	WT	hy5	NOTEST	1.10662	0	no
AT3G62580	WT	hy5	OK	20.1309	21.2043	no
AT3G62590	WT	hy5	NOTEST	0.459516	0.262368	no
AT3G62600	WT	hy5	OK	7.89113	15.6978	no
AT3G62610	WT	hy5	NOTEST	0	0	no
AT3G62620	WT	hy5	NOTEST	0.481641	0.542308	no
AT3G62630	WT	hy5	NOTEST	8.59763	5.82035	no
AT3G62640	WT	hy5	NOTEST	0	0	no
AT3G62650	WT	hy5	OK	61.7571	58.3164	no
AT3G62660	WT	hy5	NOTEST	15.1972	6.82871	no
AT3G62670	WT	hy5	NOTEST	0	0	no
AT3G62680	WT	hy5	OK	22.5847	23.0259	no
AT3G62690	WT	hy5	NOTEST	4.22063	0	no
AT3G62700	WT	hy5	NOTEST	4.62269	11.7158	no
AT3G62710	WT	hy5	NOTEST	0	0	no
AT3G62720	WT	hy5	NOTEST	4.95354	4.03041	no
AT3G62725	WT	hy5	NOTEST	0	0.2893	no
AT3G62730	WT	hy5	NOTEST	1.01266	0	no
AT3G62735	WT	hy5	NOTEST	0	0	no
AT3G62740	WT	hy5	NOTEST	0.365539	0	no
AT3G62750	WT	hy5	NOTEST	3.85823	12.8476	no
AT3G62760	WT	hy5	NOTEST	0	0	no
AT3G62770	WT	hy5	NOTEST	8.936	7.45835	no
AT3G62780	WT	hy5	NOTEST	0	0	no
AT3G62790	WT	hy5	OK	134.793	97.7602	no
AT3G62800	WT	hy5	NOTEST	0.444031	0.626992	no
AT3G62810	WT	hy5	OK	24.7621	38.7568	no
AT3G62820	WT	hy5	NOTEST	2.6127	7.49301	no
AT3G62830	WT	hy5	NOTEST	8.91569	6.44674	no
AT3G62840	WT	hy5	OK	39.2637	46.3435	no
AT3G62850	WT	hy5	NOTEST	0	0	no
AT3G62860	WT	hy5	NOTEST	1.94914	1.59826	no
AT3G62870	WT	hy5	OK	67.343	57.4036	no
AT3G62880	WT	hy5	NOTEST	1.79612	3.13468	no
AT3G62890	WT	hy5	NOTEST	0.296595	0	no
AT3G62900	WT	hy5	NOTEST	0.523375	2.87313	no
AT3G62907	WT	hy5	NOTEST	0	0	no
AT3G62910	WT	hy5	NOTEST	1.65658	8.12364	no
AT3G62920	WT	hy5	NOTEST	16.3636	6.32876	no
AT3G62930	WT	hy5	NOTEST	0	1.89883	no
AT3G62940	WT	hy5	NOTEST	1.37137	7.21287	no
AT3G62950	WT	hy5	NOTEST	2.33726	0	no
AT3G62960	WT	hy5	NOTEST	0	0	no
AT3G62970	WT	hy5	NOTEST	1.12976	2.37927	no
AT3G62980	WT	hy5	OK	13.4862	9.99954	no
AT3G62988	WT	hy5	NOTEST	0	0	no
AT3G62990	WT	hy5	NOTEST	0	0	no
AT3G63000	WT	hy5	NOTEST	4.029	5.80873	no
AT3G63003	WT	hy5	NOTEST	0	0	no
AT3G63006	WT	hy5	NOTEST	0	0	no
AT3G63010	WT	hy5	NOTEST	1.44317	2.30723	no
AT3G63020	WT	hy5	NOTEST	0	0	no
AT3G63030	WT	hy5	NOTEST	3.049	0.925068	no
AT3G63040	WT	hy5	NOTEST	0	0	no
AT3G63050	WT	hy5	NOTEST	1.6124	0	no
AT3G63052	WT	hy5	NOTEST	16.2388	51.9943	no
AT3G63060	WT	hy5	NOTEST	0.902889	0	no
AT3G63070	WT	hy5	NOTEST	1.73303	1.16113	no
AT3G63080	WT	hy5	NOTEST	4.46929	13.6321	no
AT3G63088	WT	hy5	NOTEST	145.985	0	no
AT3G63090	WT	hy5	NOTEST	1.44373	0.395523	no
AT3G63095	WT	hy5	NOTEST	0	0	no
AT3G63110	WT	hy5	NOTEST	0.695182	0.80732	no
AT3G63120	WT	hy5	NOTEST	10.0532	4.9417	no
AT3G63130	WT	hy5	NOTEST	4.52847	5.08025	no
AT3G63140	WT	hy5	OK	107.09	78.5893	yes
AT3G63150	WT	hy5	NOTEST	3.39674	2.34923	no
AT3G63160	WT	hy5	OK	976.212	799.246	yes
AT3G63170	WT	hy5	NOTEST	3.58911	4.78262	no
AT3G63180	WT	hy5	NOTEST	0.825229	2.26141	no
AT3G63190	WT	hy5	OK	28.1123	29.4012	no
AT3G63200	WT	hy5	OK	12.3312	6.16415	no
AT3G63210	WT	hy5	OK	16.5673	6.86873	yes
AT3G63220	WT	hy5	NOTEST	1.87399	0.457845	no
AT3G63230	WT	hy5	NOTEST	0	0	no
AT3G63233	WT	hy5	NOTEST	0	0	no
AT3G63240	WT	hy5	NOTEST	1.3242	2.21972	no
AT3G63250	WT	hy5	NOTEST	3.38002	5.71137	no
AT3G63260	WT	hy5	NOTEST	10.8533	8.26007	no
AT3G63270	WT	hy5	NOTEST	3.12739	0.338851	no
AT3G63280	WT	hy5	NOTEST	0	0.368059	no
AT3G63290	WT	hy5	NOTEST	0.696994	0.895963	no
AT3G63300	WT	hy5	NOTEST	0.701702	3.7196	no
AT3G63310	WT	hy5	OK	8.07065	15.4094	no
AT3G63320	WT	hy5	NOTEST	0	0	no
AT3G63340	WT	hy5	NOTEST	0.398015	0.647474	no
AT3G63350	WT	hy5	NOTEST	0	0	no
AT3G63360	WT	hy5	NOTEST	0	0	no
AT3G63370	WT	hy5	NOTEST	0.310442	0.40416	no
AT3G63375	WT	hy5	NOTEST	0	0	no
AT3G63380	WT	hy5	NOTEST	0.183892	0.833101	no
AT3G63390	WT	hy5	OK	16.1124	7.07541	no
AT3G63400	WT	hy5	NOTEST	3.40178	4.11984	no
AT3G63410	WT	hy5	OK	53.401	47.6148	no
AT3G63420	WT	hy5	NOTEST	5.70795	3.82313	no
AT3G63430	WT	hy5	NOTEST	0.853475	0	no
AT3G63440	WT	hy5	NOTEST	0.44312	1.00334	no
AT3G63445	WT	hy5	NOTEST	0	0.47577	no
AT3G63450	WT	hy5	NOTEST	2.78401	0.497247	no
AT3G63460	WT	hy5	OK	8.43616	12.9297	yes
AT3G63470	WT	hy5	NOTEST	0.499487	0.337852	no
AT3G63480	WT	hy5	NOTEST	0	0	no
AT3G63490	WT	hy5	OK	53.8118	65.1874	no
AT3G63500	WT	hy5	NOTEST	4.09389	8.71802	no
AT3G63510	WT	hy5	NOTEST	4.1727	1.5331	no
AT3G63520	WT	hy5	OK	10.2829	26.6862	yes
AT3G63530	WT	hy5	NOTEST	1.85174	6.35098	no
AT3G63540	WT	hy5	OK	417.172	162.381	yes
AT3G66652	WT	hy5	NOTEST	0	0.82461	no
AT3G66654	WT	hy5	NOTEST	6.4078	2.49166	no
AT3G66656	WT	hy5	NOTEST	0	0	no
AT3G66658	WT	hy5	NOTEST	3.34661	1.2885	no
AT4G00005	WT	hy5	NOTEST	0	0	no
AT4G00020	WT	hy5	NOTEST	0	0.46227	no
AT4G00026	WT	hy5	NOTEST	3.83852	2.21222	no
AT4G00030	WT	hy5	NOTEST	13.336	11.8563	no
AT4G00040	WT	hy5	NOTEST	1.1186	3.00888	no
AT4G00050	WT	hy5	NOTEST	7.76503	9.46402	no
AT4G00060	WT	hy5	NOTEST	0.592306	2.69501	no
AT4G00070	WT	hy5	NOTEST	0	0	no
AT4G00080	WT	hy5	NOTEST	1.51618	5.24202	no
AT4G00085	WT	hy5	NOTEST	0	0	no
AT4G00090	WT	hy5	NOTEST	2.3047	2.91973	no
AT4G00100	WT	hy5	OK	104.817	68.9938	yes
AT4G00110	WT	hy5	NOTEST	0.321914	0.362454	no
AT4G00114	WT	hy5	NOTEST	0	0	no
AT4G00120	WT	hy5	NOTEST	0	0	no
AT4G00124	WT	hy5	NOTEST	0	0	no
AT4G00130	WT	hy5	NOTEST	0	0	no
AT4G00140	WT	hy5	NOTEST	0	0	no
AT4G00150	WT	hy5	NOTEST	2.84137	4.40866	no
AT4G00160	WT	hy5	NOTEST	0	0	no
AT4G00165	WT	hy5	OK	21.1345	16.6841	no
AT4G00170	WT	hy5	NOTEST	0.912664	4.17746	no
AT4G00180	WT	hy5	OK	12.0574	5.27556	no
AT4G00190	WT	hy5	NOTEST	0	0	no
AT4G00200	WT	hy5	NOTEST	1.43253	0	no
AT4G00210	WT	hy5	NOTEST	0	0	no
AT4G00220	WT	hy5	NOTEST	0	1.25269	no
AT4G00225	WT	hy5	NOTEST	0	0	no
AT4G00230	WT	hy5	LOWDATA	0.004116	1.72614	no
AT4G00231	WT	hy5	LOWDATA	2.24637	0.77923	no
AT4G00232	WT	hy5	NOTEST	0	0	no
AT4G00234	WT	hy5	NOTEST	0	0	no
AT4G00236	WT	hy5	NOTEST	0	0	no
AT4G00238	WT	hy5	NOTEST	5.52595	1.06929	no
AT4G00240	WT	hy5	NOTEST	0.174493	1.32174	no
AT4G00250	WT	hy5	NOTEST	0	0.897546	no
AT4G00260	WT	hy5	NOTEST	0	0	no
AT4G00270	WT	hy5	NOTEST	12.8085	16.6909	no
AT4G00280	WT	hy5	LOWDATA	0	0	no
AT4G00290	WT	hy5	LOWDATA	0.576375	1.6843	no
AT4G00300	WT	hy5	OK	18.4532	10.625	no
AT4G00305	WT	hy5	NOTEST	2.79256	0	no
AT4G00310	WT	hy5	NOTEST	1.60119	2.51556	no
AT4G00315	WT	hy5	NOTEST	0	0	no
AT4G00320	WT	hy5	NOTEST	0	0	no
AT4G00330	WT	hy5	NOTEST	7.22443	7.90754	no
AT4G00335	WT	hy5	NOTEST	3.02891	1.20095	no
AT4G00340	WT	hy5	NOTEST	4.31917	4.65498	no
AT4G00342	WT	hy5	NOTEST	0	0	no
AT4G00350	WT	hy5	NOTEST	0	0	no
AT4G00355	WT	hy5	OK	14.5027	4.79726	yes
AT4G00356	WT	hy5	NOTEST	0	0	no
AT4G00360	WT	hy5	OK	63.6115	26.4394	yes
AT4G00370	WT	hy5	OK	15.7179	12.3421	no
AT4G00380	WT	hy5	NOTEST	0	0.887558	no
AT4G00390	WT	hy5	NOTEST	0.417298	0	no
AT4G00400	WT	hy5	OK	16.4248	3.56619	yes
AT4G00413	WT	hy5	NOTEST	0	0	no
AT4G00416	WT	hy5	NOTEST	1.86564	0	no
AT4G00420	WT	hy5	NOTEST	6.07366	4.60463	no
AT4G00430	WT	hy5	OK	86.3202	51.8791	yes
AT4G00440	WT	hy5	NOTEST	1.09063	3.38986	no
AT4G00450	WT	hy5	NOTEST	1.17689	1.52194	no
AT4G00460	WT	hy5	NOTEST	0	0	no
AT4G00467	WT	hy5	NOTEST	0	0	no
AT4G00480	WT	hy5	NOTEST	0.616587	0.687709	no
AT4G00490	WT	hy5	NOTEST	3.75261	6.51207	no
AT4G00500	WT	hy5	NOTEST	3.11841	0.648441	no
AT4G00520	WT	hy5	NOTEST	1.07455	4.02313	no
AT4G00525	WT	hy5	NOTEST	2.19836	0	no
AT4G00530	WT	hy5	OK	17.4029	37.4956	no
AT4G00540	WT	hy5	NOTEST	0	0	no
AT4G00550	WT	hy5	NOTEST	2.06565	0.318438	no
AT4G00560	WT	hy5	NOTEST	9.43391	8.24376	no
AT4G00570	WT	hy5	NOTEST	6.49448	8.65277	no
AT4G00580	WT	hy5	NOTEST	0	0	no
AT4G00585	WT	hy5	OK	35.7934	22.317	no
AT4G00590	WT	hy5	NOTEST	0	0	no
AT4G00600	WT	hy5	NOTEST	0	0	no
AT4G00610	WT	hy5	NOTEST	0	0	no
AT4G00620	WT	hy5	NOTEST	2.69938	1.85417	no
AT4G00630	WT	hy5	NOTEST	3.11472	6.59052	no
AT4G00650	WT	hy5	NOTEST	1.09539	1.35782	no
AT4G00651	WT	hy5	NOTEST	0	0	no
AT4G00660	WT	hy5	NOTEST	1.20834	2.37779	no
AT4G00670	WT	hy5	NOTEST	0	9.08829	no
AT4G00680	WT	hy5	NOTEST	10.7407	2.91115	no
AT4G00690	WT	hy5	NOTEST	0	0	no
AT4G00695	WT	hy5	NOTEST	0	0	no
AT4G00700	WT	hy5	NOTEST	0.150509	2.15366	no
AT4G00710	WT	hy5	NOTEST	6.58291	8.31293	no
AT4G00720	WT	hy5	NOTEST	9.61739	6.77514	no
AT4G00730	WT	hy5	NOTEST	9.81128	6.78746	no
AT4G00740	WT	hy5	NOTEST	7.5599	4.80217	no
AT4G00750	WT	hy5	NOTEST	1.84022	4.212	no
AT4G00752	WT	hy5	NOTEST	3.18361	3.80514	no
AT4G00753	WT	hy5	NOTEST	0	0	no
AT4G00755	WT	hy5	NOTEST	1.58845	4.34411	no
AT4G00760	WT	hy5	NOTEST	0	0.294902	no
AT4G00770	WT	hy5	NOTEST	0.556785	0.339131	no
AT4G00780	WT	hy5	OK	19.5077	19.2692	no
AT4G00800	WT	hy5	NOTEST	0.990228	3.05443	no
AT4G00810	WT	hy5	OK	144.581	80.0761	yes
AT4G00820	WT	hy5	NOTEST	1.5	3.50303	no
AT4G00830	WT	hy5	NOTEST	7.28563	8.58764	no
AT4G00840	WT	hy5	NOTEST	4.23727	2.93746	no
AT4G00850	WT	hy5	NOTEST	0.555734	0.798149	no
AT4G00860	WT	hy5	OK	36.5227	20.0662	no
AT4G00870	WT	hy5	NOTEST	0	0.895301	no
AT4G00872	WT	hy5	NOTEST	0	0	no
AT4G00880	WT	hy5	NOTEST	2.67466	8.18428	no
AT4G00885	WT	hy5	NOTEST	0	0	no
AT4G00890	WT	hy5	NOTEST	0	0	no
AT4G00891	WT	hy5	NOTEST	0	0	no
AT4G00893	WT	hy5	NOTEST	0	0	no
AT4G00895	WT	hy5	OK	80.767	53.0954	no
AT4G00900	WT	hy5	NOTEST	1.73453	3.62029	no
AT4G00905	WT	hy5	NOTEST	5.8214	1.77075	no
AT4G00910	WT	hy5	NOTEST	0	1.44462	no
AT4G00920	WT	hy5	NOTEST	0	0	no
AT4G00930	WT	hy5	NOTEST	0.294324	0.538764	no
AT4G00940	WT	hy5	NOTEST	1.37975	0	no
AT4G00950	WT	hy5	NOTEST	6.11645	6.01235	no
AT4G00955	WT	hy5	NOTEST	2.54281	0.533766	no
AT4G00960	WT	hy5	NOTEST	0	0	no
AT4G00970	WT	hy5	NOTEST	0.569765	0.701164	no
AT4G00975	WT	hy5	NOTEST	6.06601	0.93148	no
AT4G00980	WT	hy5	NOTEST	0	0	no
AT4G00985	WT	hy5	NOTEST	0	0	no
AT4G00990	WT	hy5	NOTEST	0.183549	2.15149	no
AT4G01000	WT	hy5	OK	8.36308	14.3865	no
AT4G01010	WT	hy5	NOTEST	0.252863	0.284707	no
AT4G01020	WT	hy5	NOTEST	0.17864	0.563585	no
AT4G01023	WT	hy5	NOTEST	0	0	no
AT4G01026	WT	hy5	NOTEST	2.31413	0	no
AT4G01030	WT	hy5	NOTEST	0	1.09409	no
AT4G01037	WT	hy5	NOTEST	5.10219	8.69021	no
AT4G01040	WT	hy5	NOTEST	7.09443	3.30544	no
AT4G01050	WT	hy5	OK	60.1315	48.047	no
AT4G01060	WT	hy5	NOTEST	7.70869	2.90153	no
AT4G01070	WT	hy5	OK	29.8954	12.7573	yes
AT4G01080	WT	hy5	NOTEST	0.95836	2.51961	no
AT4G01090	WT	hy5	NOTEST	1.02036	1.75955	no
AT4G01100	WT	hy5	OK	27.7334	33.3503	no
AT4G01110	WT	hy5	NOTEST	0.883821	0.891544	no
AT4G01120	WT	hy5	NOTEST	1.28081	4.2797	no
AT4G01130	WT	hy5	NOTEST	3.93986	0.929047	no
AT4G01140	WT	hy5	NOTEST	0	0	no
AT4G01150	WT	hy5	OK	411.889	433.084	no
AT4G01160	WT	hy5	NOTEST	0	0	no
AT4G01170	WT	hy5	NOTEST	0	0	no
AT4G01180	WT	hy5	NOTEST	0	0	no
AT4G01190	WT	hy5	NOTEST	0	3.46333	no
AT4G01200	WT	hy5	NOTEST	0.522868	0.588716	no
AT4G01210	WT	hy5	NOTEST	2.1251	6.3255	no
AT4G01220	WT	hy5	NOTEST	0	2.36488	no
AT4G01230	WT	hy5	NOTEST	0	0	no
AT4G01240	WT	hy5	NOTEST	0	0	no
AT4G01245	WT	hy5	NOTEST	0	0	no
AT4G01250	WT	hy5	NOTEST	1.39641	0.529039	no
AT4G01260	WT	hy5	NOTEST	0	0	no
AT4G01265	WT	hy5	NOTEST	0	0	no
AT4G01270	WT	hy5	NOTEST	0	0.380948	no
AT4G01280	WT	hy5	NOTEST	0	0.43895	no
AT4G01290	WT	hy5	NOTEST	2.74225	5.54499	no
AT4G01310	WT	hy5	OK	66.9573	59.5044	no
AT4G01320	WT	hy5	NOTEST	14.6961	8.49636	no
AT4G01328	WT	hy5	NOTEST	0	0	no
AT4G01330	WT	hy5	NOTEST	8.65314	4.26826	no
AT4G01335	WT	hy5	NOTEST	0	3.69593	no
AT4G01340	WT	hy5	NOTEST	0	0	no
AT4G01350	WT	hy5	NOTEST	1.68292	0.501802	no
AT4G01355	WT	hy5	NOTEST	0	0	no
AT4G01360	WT	hy5	NOTEST	0	0	no
AT4G01370	WT	hy5	NOTEST	8.09665	12.1065	no
AT4G01380	WT	hy5	NOTEST	0	0	no
AT4G01390	WT	hy5	NOTEST	5.20438	0	no
AT4G01400	WT	hy5	NOTEST	7.81688	8.40791	no
AT4G01410	WT	hy5	NOTEST	8.99367	5.43225	no
AT4G01420	WT	hy5	NOTEST	0	0	no
AT4G01430	WT	hy5	NOTEST	0	0.575463	no
AT4G01440	WT	hy5	NOTEST	1.96904	1.74836	no
AT4G01450	WT	hy5	OK	2.75419	11.8339	yes
AT4G01455	WT	hy5	NOTEST	0	0	no
AT4G01460	WT	hy5	NOTEST	2.3829	1.12713	no
AT4G01470	WT	hy5	NOTEST	0	0	no
AT4G01480	WT	hy5	OK	18.4309	12.6518	no
AT4G01490	WT	hy5	NOTEST	0.0715593	0	no
AT4G01500	WT	hy5	NOTEST	0	0	no
AT4G01505	WT	hy5	NOTEST	0	0	no
AT4G01510	WT	hy5	NOTEST	3.74617	2.59646	no
AT4G01515	WT	hy5	NOTEST	0	0	no
AT4G01516	WT	hy5	NOTEST	0	0	no
AT4G01520	WT	hy5	NOTEST	0	0	no
AT4G01525	WT	hy5	NOTEST	2.07985	1.53784	no
AT4G01530	WT	hy5	NOTEST	0	0	no
AT4G01533	WT	hy5	NOTEST	0	0	no
AT4G01535	WT	hy5	NOTEST	0	0	no
AT4G01540	WT	hy5	NOTEST	0.689721	0	no
AT4G01550	WT	hy5	NOTEST	0	2.75548	no
AT4G01560	WT	hy5	NOTEST	4.52631	7.57091	no
AT4G01570	WT	hy5	NOTEST	0.415136	1.44807	no
AT4G01575	WT	hy5	NOTEST	0.888906	1.00085	no
AT4G01580	WT	hy5	NOTEST	0.831617	0	no
AT4G01590	WT	hy5	NOTEST	2.61036	8.80302	no
AT4G01593	WT	hy5	NOTEST	0	0.00165962	no
AT4G01595	WT	hy5	NOTEST	0.906905	0	no
AT4G01600	WT	hy5	NOTEST	0.952666	3.18177	no
AT4G01610	WT	hy5	OK	26.9408	27.5598	no
AT4G01630	WT	hy5	NOTEST	1.59433	0	no
AT4G01640	WT	hy5	NOTEST	0	0	no
AT4G01650	WT	hy5	NOTEST	5.30543	1.6189	no
AT4G01660	WT	hy5	NOTEST	2.46211	1.32789	no
AT4G01670	WT	hy5	NOTEST	7.12641	2.66857	no
AT4G01671	WT	hy5	NOTEST	0	0	no
AT4G01680	WT	hy5	NOTEST	2.91448	0.987233	no
AT4G01690	WT	hy5	OK	29.9383	19.9525	no
AT4G01700	WT	hy5	NOTEST	3.2495	1.94623	no
AT4G01703	WT	hy5	NOTEST	0	0	no
AT4G01710	WT	hy5	NOTEST	5.57134	0	no
AT4G01720	WT	hy5	NOTEST	1.19751	3.63311	no
AT4G01730	WT	hy5	NOTEST	0.743519	0.405978	no
AT4G01735	WT	hy5	NOTEST	0	0	no
AT4G01740	WT	hy5	NOTEST	0	0	no
AT4G01750	WT	hy5	NOTEST	0	0.41411	no
AT4G01760	WT	hy5	NOTEST	0	0	no
AT4G01770	WT	hy5	NOTEST	0	0	no
AT4G01780	WT	hy5	NOTEST	0	0	no
AT4G01790	WT	hy5	NOTEST	2.26274	1.30761	no
AT4G01800	WT	hy5	OK	4.63799	25.6484	yes
AT4G01810	WT	hy5	NOTEST	3.70235	4.22055	no
AT4G01820	WT	hy5	NOTEST	0.294848	0.154155	no
AT4G01830	WT	hy5	NOTEST	0	0	no
AT4G01840	WT	hy5	NOTEST	0.95373	3.10576	no
AT4G01850	WT	hy5	OK	65.0585	56.0883	no
AT4G01860	WT	hy5	NOTEST	0.943201	2.33578	no
AT4G01865	WT	hy5	NOTEST	0	0	no
AT4G01870	WT	hy5	OK	29.0065	17.8636	yes
AT4G01880	WT	hy5	NOTEST	0.36359	3.49726	no
AT4G01883	WT	hy5	NOTEST	2.18096	4.62018	no
AT4G01890	WT	hy5	NOTEST	0	0	no
AT4G01895	WT	hy5	NOTEST	0	0	no
AT4G01897	WT	hy5	OK	15.5625	4.0948	no
AT4G01900	WT	hy5	OK	9.18216	14.1297	no
AT4G01910	WT	hy5	NOTEST	0.938335	0.280693	no
AT4G01915	WT	hy5	NOTEST	1.48163	0.951251	no
AT4G01920	WT	hy5	NOTEST	0.784296	0.668269	no
AT4G01925	WT	hy5	NOTEST	0	0	no
AT4G01930	WT	hy5	NOTEST	0	0	no
AT4G01935	WT	hy5	NOTEST	1.27468	1.02252	no
AT4G01940	WT	hy5	OK	20.5899	33.1673	no
AT4G01950	WT	hy5	NOTEST	4.04118	0.906654	no
AT4G01960	WT	hy5	NOTEST	4.61303	6.47554	no
AT4G01970	WT	hy5	NOTEST	0	0	no
AT4G01975	WT	hy5	NOTEST	0.308767	0	no
AT4G01980	WT	hy5	NOTEST	0	0	no
AT4G01985	WT	hy5	NOTEST	0	2.06231	no
AT4G01990	WT	hy5	NOTEST	0.783723	0	no
AT4G01995	WT	hy5	NOTEST	6.98289	6.44371	no
AT4G02000	WT	hy5	NOTEST	0	0	no
AT4G02005	WT	hy5	NOTEST	0	0	no
AT4G02010	WT	hy5	NOTEST	0.568572	3.24483	no
AT4G02020	WT	hy5	NOTEST	0.754876	4.05465	no
AT4G02030	WT	hy5	NOTEST	0.607989	3.27004	no
AT4G02040	WT	hy5	NOTEST	0	1.56398	no
AT4G02050	WT	hy5	NOTEST	4.29695	5.05412	no
AT4G02055	WT	hy5	NOTEST	0	0	no
AT4G02060	WT	hy5	NOTEST	2.41238	2.4236	no
AT4G02070	WT	hy5	NOTEST	0	0.142546	no
AT4G02075	WT	hy5	NOTEST	0.732144	0.824347	no
AT4G02080	WT	hy5	OK	79.4313	45.5093	yes
AT4G02090	WT	hy5	NOTEST	7.25836	5.714	no
AT4G02100	WT	hy5	NOTEST	1.70749	2.37848	no
AT4G02110	WT	hy5	NOTEST	0	0.508495	no
AT4G02120	WT	hy5	NOTEST	1.06811	4.43456	no
